,date,location,IP address,component,interaction,duration,downtime
1037,2021-06-11,"32097 Fowler Corners
Jensenstad, OR 04787",207.152.247.74,customer database,timeout,27.76,0.0
1038,2021-06-20,"818 Brianna Keys
Travischester, SC 58980",195.70.213.128,mongodb database,server error,60.62,12.63
1039,2021-08-12,"Unit 1984 Box 1084
DPO AP 90530",190.117.223.25,django controller,not authorised,40.73,0.0
1040,2021-05-22,"PSC 6699, Box 9671
APO AA 52709",159.255.232.53,shipping database,potential SSH threat,58.4,44.88
1041,2021-07-17,"0848 Janet Vista
Jacksonberg, CT 44372",208.6.184.197,android frontend,new route,55.75,14.5
1042,2021-08-15,"8424 Lopez Spring
East Heather, SD 52076",44.144.77.133,mongodb database,other,32.84,9.83
1043,2021-07-17,"40711 Jennifer Causeway
Gonzaleztown, SC 23401",21.83.250.41,ai engine,model version invalid,19.26,15.34
1044,2021-06-13,"58640 Arroyo Camp Suite 682
Lake Thomashaven, NE 84242",163.84.159.4,mongodb database,server error,67.55,65.07
1045,2021-06-30,"56614 Kelly Trail
Millerville, AK 31710",222.44.74.60,sap shipping management system,server error,44.9,0.0
1046,2021-06-29,"40477 Andrews Flat
East Mario, NC 74570",136.163.172.8,sap shipping management system,unknown shipping code,56.95,0.0
1047,2021-08-08,"3120 Mcguire Road
West Jacquelinechester, ND 61509",11.109.123.5,ai engine,parameter values invalid,75.87,97.39
1048,2021-07-23,"330 Turner Roads Apt. 731
Wallacefort, SC 44628",143.180.45.45,sap shipping management system,unknown shipping code,41.51,0.0
1049,2021-07-07,"152 Jonathan Mountain Suite 482
Michaelton, MO 54405",208.5.220.169,shipping database,request timeout,20.55,5.9
1050,2021-07-24,"8231 Warren Oval Suite 879
East Brandon, NV 24147",109.225.36.245,android frontend,type,13.96,17.38
1051,2021-08-02,"87896 Kenneth Rapids
South Jodifurt, WA 98721",205.24.251.16,ai engine,model version invalid,12.65,10.24
1052,2021-07-18,"49621 Clark Shoal Apt. 220
North Antonio, SD 52777",162.252.4.13,django controller,HTTP 404 response,67.39,20.33
1053,2021-06-29,"427 Michael Shoals Suite 335
New Jessica, MS 61930",171.198.210.23,django controller,HTTP 400 response,4.95,0.8200000000000001
1054,2021-06-16,"9326 Price Streets
Maryshire, MI 78571",17.85.173.44,sap shipping management system,invalid SAP unit code,71.05,0.0
1055,2021-06-25,"949 Jason Garden Suite 280
North Hector, MN 80013",139.238.27.5,web frontend,bounce,14.57,0.81
1056,2021-06-12,"41811 Sara Meadows Suite 786
Rogerstad, IN 15344",221.102.90.247,shipping database,SQL injection threat,85.71,45.59
1057,2021-07-13,"USCGC Rojas
FPO AE 12315",210.40.182.129,android frontend,new route,95.27,0.0
1058,2021-06-16,"9931 King Lake
Michaelfurt, NV 84829",221.103.226.75,ios frontend,refresh,46.82,47.1
1059,2021-06-28,"4489 Hansen Ports Apt. 391
Nicholasport, IN 12577",200.120.205.0,ai engine,training data error,17.44,2.01
1060,2021-06-04,"59784 Alexander Parkway Suite 750
West Gabriel, SD 31120",167.116.242.0,web frontend,click,35.68,8.98
1061,2021-06-12,"4561 Weiss Union
Barnetthaven, PA 86236",223.124.233.213,sap shipping management system,connection timeout,74.42,19.25
1062,2021-07-06,"27058 Logan Neck
New Patriciaside, AK 51510",133.228.67.12,web frontend,refresh,62.79,0.0
1063,2021-08-19,"2834 Holmes Light
Denisetown, CO 43256",192.35.109.86,sap shipping management system,server error,82.69,0.06
1064,2021-06-24,"855 Debra Crescent
East Erichaven, AK 10457",157.185.199.200,shipping database,potential SSH threat,75.94,10.98
1065,2021-05-20,"703 Moore Squares
East Tanya, AL 45765",193.221.154.199,customer database,update data error,2.28,0.0
1066,2021-07-25,"2570 Mitchell Shoal
South Kimberlyborough, CT 25308",8.205.139.255,shipping database,request timeout,40.47,98.23
1067,2021-05-24,"086 John Forks
Hammondhaven, WV 94001",203.181.162.93,android frontend,click,85.4,26.15
1068,2021-07-12,"684 Chelsea Extensions Apt. 326
Lake Adammouth, IN 49285",177.180.72.63,ios frontend,click,5.4,2.63
1069,2021-07-04,"390 Medina Vista
Staceyhaven, CO 02441",194.143.34.1,shipping database,request timeout,69.1,30.57
1070,2021-07-09,"82563 Ashley Fall Apt. 792
Geraldview, WV 46899",172.209.53.66,ios frontend,new route,28.29,23.28
1071,2021-06-13,"882 Pamela Wells
Lake William, MO 67927",36.21.237.158,django controller,HTTP 500 response,40.5,0.0
1072,2021-06-26,"05392 Aguilar Corner
East Paulbury, ND 30753",41.160.37.44,django controller,HTTP 401 response,74.96,0.0
1073,2021-06-01,"38345 Sara Tunnel Apt. 160
Josephberg, DE 22219",179.46.180.201,django controller,not authorised,61.81,0.0
1074,2021-07-03,"8283 Candace Cliff Suite 297
New Kristi, CO 82646",204.87.255.77,sap shipping management system,invalid SAP unit code,29.55,10.08
1075,2021-08-10,"962 Patricia Freeway Apt. 530
West Anthony, HI 37916",26.185.11.85,web frontend,type,7.050000000000001,0.0
1076,2021-07-10,"365 Allen Ports Apt. 650
Tannerland, CA 52137",207.194.175.129,ai engine,parameter values invalid,57.52,5.29
1077,2021-07-21,"0442 Kevin Skyway Apt. 767
Lake Justin, AK 53668",212.120.124.182,ios frontend,scroll,39.91,0.0
1078,2021-06-08,"Unit 2147 Box 0412
DPO AP 34804",169.39.129.17,django controller,HTTP 401 response,0.6499999999999999,0.0
1079,2021-06-28,"32836 Rebecca Burgs
Loweshire, UT 10454",217.74.212.18,django controller,HTTP 401 response,91.83,98.4
1080,2021-08-13,"5118 Joshua Extensions Suite 767
Thompsontown, CA 68582",197.147.48.201,sap shipping management system,invalid SAP unit code,15.96,20.22
1081,2021-06-06,"383 Brandon Causeway
West Dalton, NJ 24090",35.6.26.100,web frontend,type,42.12,0.0
1082,2021-08-09,"533 Davis Loop
Port Lauren, SC 63362",162.65.75.250,sap shipping management system,connection timeout,88.58,0.0
1083,2021-07-20,"USS Butler
FPO AA 53111",214.5.215.226,ios frontend,dropdown click,92.86,83.11
1084,2021-08-06,"98041 Karen Cove Apt. 928
East Jaimemouth, MO 47378",194.212.155.145,django controller,HTTP 401 response,46.94,61.51
1085,2021-08-11,"367 Rivera Court
Kimfurt, ND 08676",199.209.73.158,ai engine,bias detected in training data,1.7000000000000002,0.0
1086,2021-08-06,"77774 Stephanie Turnpike
Port Patriciachester, NC 96241",143.155.164.110,customer database,update data error,31.01,35.95
1087,2021-06-20,"027 Charles Mews
Gloriabury, KS 39436",102.94.240.110,django controller,HTTP 500 response,62.61,14.61
1088,2021-07-26,"1349 Bailey Well
Perezside, DE 06971",70.172.108.79,mongodb database,other,74.35,31.840000000000003
1089,2021-06-25,"3836 Hoffman Dale Apt. 068
Theresatown, WI 35136",12.6.171.157,web frontend,dropdown click,38.28,53.88
1090,2021-06-27,"31467 Stafford Circles Suite 481
Port Heather, CO 20908",201.163.27.205,ios frontend,new route,67.72,0.0
1091,2021-06-14,"43595 Matthew Extensions
Lunachester, NM 83550",204.186.22.102,ai engine,training data error,24.38,17.82
1092,2021-08-10,"747 Collins Viaduct
South Carriefort, TN 29052",157.40.116.73,sap shipping management system,connection timeout,42.84,0.0
1093,2021-07-21,"430 Good Landing
Brianside, MO 36350",130.172.40.44,mongodb database,other,78.85,22.17
1094,2021-08-11,"444 Lee Prairie Suite 127
Goodbury, NC 77501",202.120.244.227,mongodb database,SQL injection threat,14.61,3.9
1095,2021-06-25,"156 Herrera Locks Apt. 695
South Kevinbury, GA 94378",205.169.190.148,android frontend,dropdown click,71.96,0.0
1096,2021-06-07,"646 Mary Fork
East Deannaland, KS 21064",203.251.221.88,android frontend,dropdown click,24.66,27.86
1097,2021-07-14,"1440 Contreras Course
East Andreastad, ID 67120",32.1.212.95,ai engine,error loading model,98.63,48.25
1098,2021-07-08,"35669 Garcia Trail
Robinsonshire, NJ 33811",80.215.85.93,django controller,HTTP 404 response,29.88,1.63
1099,2021-07-08,"Unit 4248 Box 5600
DPO AA 93726",203.210.129.184,android frontend,new route,71.12,45.03
1100,2021-08-10,"3254 Parrish Harbors Suite 842
Danaton, IL 90535",4.168.91.158,ai engine,error loading model,16.02,24.68
1101,2021-06-18,"32696 John Forges
Berryport, MI 17155",202.232.166.1,android frontend,bounce,25.09,17.67
1102,2021-06-03,"1797 James Cliff
East Lisa, UT 84991",25.37.170.11,ai engine,training data error,93.45,62.93
1103,2021-08-18,"1329 Diaz Ports Apt. 108
Christopherburgh, AZ 80039",98.208.136.130,shipping database,request timeout,61.39,84.86
1104,2021-08-08,"Unit 6114 Box 0235
DPO AA 28604",222.117.152.103,web frontend,refresh,9.96,3.83
1105,2021-06-02,"61701 Rodriguez Lights Suite 524
New Toddberg, DC 78860",146.114.31.188,django controller,HTTP 401 response,92.24,9.25
1106,2021-07-17,"0235 Kevin Mount
West Laurie, GA 14962",59.198.242.171,ai engine,model version invalid,82.1,30.6
1107,2021-06-10,"522 Kyle Wall
Michaelside, CT 47236",209.226.239.180,ios frontend,click,11.22,0.0
1108,2021-08-07,"8385 James Forest Suite 495
Lake Mary, ID 79035",148.169.177.206,shipping database,potential SSH threat,88.08,64.76
1109,2021-06-27,"938 Berger Ports
Davidburgh, IA 25030",184.122.6.11,shipping database,SQL injection threat,98.76,62.59
1110,2021-07-08,"69332 James Corners
Port Kenneth, NE 78605",204.157.166.90,django controller,HTTP 500 response,18.71,4.02
1111,2021-07-06,"7831 Alexandra View Suite 807
Lake Davidport, AZ 07085",180.49.217.74,django controller,HTTP 404 response,95.83,19.63
1112,2021-07-30,"7608 Brandon Prairie
Lake Richard, GA 84646",213.84.59.167,ios frontend,new route,20.9,18.59
1113,2021-06-25,"PSC 7698, Box 7000
APO AE 50947",218.208.81.152,android frontend,dormant,76.6,70.84
1114,2021-06-16,"6348 Robinson Pines
Michelleberg, NY 25375",133.103.30.69,ios frontend,dormant,8.99,0.0
1115,2021-06-06,"9294 Miranda Well Suite 998
Cynthialand, MS 76478",135.175.217.170,mongodb database,throttling,3.3200000000000003,1.33
1116,2021-07-21,"88257 Brooks Mission Suite 076
East Vicki, TX 91634",209.158.86.209,web frontend,type,39.31,0.0
1117,2021-07-25,"1402 Michael Groves Suite 127
Stephenstad, NY 15031",210.48.152.176,shipping database,potential SSH threat,4.78,1.58
1118,2021-06-21,"9633 Benjamin Cliff
New Jacquelineton, AL 55710",25.245.108.73,django controller,HTTP 404 response,35.61,40.93
1119,2021-08-12,"2977 Reynolds Curve Suite 096
Barbaraborough, UT 15942",214.45.255.135,shipping database,request timeout,54.18,88.49
1120,2021-06-11,"PSC 9641, Box 3559
APO AP 20148",68.233.82.99,django controller,HTTP 500 response,90.18,24.11
1121,2021-06-02,"135 Stephanie Crest
Carterview, MT 88559",172.48.83.117,sap shipping management system,unknown shipping code,74.41,0.0
1122,2021-06-02,"70123 Johnson Common
Lake Deborah, HI 70749",156.237.15.188,ios frontend,dormant,2.91,0.0
1123,2021-07-17,"3915 Goodman Vista
Lake Brianmouth, WY 96651",60.70.12.98,django controller,HTTP 401 response,95.17,60.99
1124,2021-06-28,"19904 Duncan Ford Apt. 537
Andrewfort, HI 37545",193.145.131.185,sap shipping management system,unknown shipping code,56.19,37.4
1125,2021-08-04,"756 Jeremy Lane
Johnsonview, NV 87971",190.88.232.86,django controller,HTTP 500 response,94.21,53.51
1126,2021-07-12,"1249 Christopher Lights Apt. 369
North Aaronhaven, ND 70454",211.242.232.91,shipping database,request timeout,26.22,23.35
1127,2021-08-17,"4980 Jackson Trail
West Michealmouth, ID 81284",205.183.182.254,ai engine,model version invalid,85.78,58.61
1128,2021-05-20,"039 Shawn Roads
East Tami, NE 90875",204.36.59.18,sap shipping management system,connection timeout,13.69,0.0
1129,2021-08-02,"5548 Rogers Shores Suite 626
Lake Amy, UT 85828",212.88.48.248,customer database,timeout,11.66,0.0
1130,2021-06-15,"41980 Jasmine Land Suite 808
Wilsonchester, IA 48408",72.20.144.135,android frontend,click,4.17,0.69
1131,2021-06-08,"USCGC Rivera
FPO AA 70857",83.221.86.85,ios frontend,refresh,81.11,0.0
1132,2021-05-22,"815 Chen Ridge Apt. 731
South Matthewstad, DC 38655",144.198.165.117,shipping database,invalid key,72.1,38.49
1133,2021-05-28,"82980 Brooks Turnpike Apt. 956
Adamborough, SD 88457",194.45.160.82,mongodb database,throttling,29.24,10.68
1134,2021-06-28,"8252 Kevin Cliffs Suite 075
Charlesborough, HI 90373",199.193.233.5,sap shipping management system,invalid SAP unit code,64.53,79.0
1135,2021-05-27,"Unit 2759 Box 5985
DPO AP 71788",174.249.24.74,mongodb database,throttling,83.75,9.79
1136,2021-05-21,"Unit 3316 Box 6129
DPO AE 16939",202.235.222.8,ios frontend,dropdown click,40.15,0.0
1137,2021-06-21,"USNV Mosley
FPO AE 81667",202.50.228.61,sap shipping management system,invalid SAP unit code,2.02,0.0
1138,2021-07-04,"87211 Morgan Corners Apt. 070
North Lindsey, AL 74440",206.235.30.109,web frontend,bounce,13.06,11.2
1139,2021-06-22,"486 Andrea Valley Suite 311
Walshside, NE 11639",61.226.159.8,customer database,SQL injection threat,89.33,37.39
1140,2021-07-07,"USCGC Fox
FPO AP 09419",115.74.135.156,web frontend,dormant,15.09,0.0
1141,2021-06-06,"9989 Scott Locks
Ashleyfurt, DE 46553",160.29.188.245,mongodb database,entry does not exist,35.65,75.9
1142,2021-08-14,"666 Taylor Prairie Suite 535
Christopherport, CO 53142",81.58.210.244,shipping database,request timeout,7.15,3.42
1143,2021-05-23,"0132 Shaw Points
East Aprilmouth, NJ 03854",221.169.132.37,mongodb database,throttling,9.87,3.03
1144,2021-06-27,"822 Cassandra Streets
West Alexandra, NE 54661",213.196.182.117,shipping database,potential SSH threat,17.62,22.69
1145,2021-05-25,"2290 Thompson Terrace
West Melissa, MA 69651",131.247.149.81,mongodb database,SQL injection threat,78.78,34.9
1146,2021-08-08,"056 Wang Row Suite 246
South Kennethchester, PA 18391",110.207.93.75,shipping database,throttling,68.69,49.51
1147,2021-08-03,"0396 Daniel Throughway
East Ericton, SC 29305",203.112.196.249,shipping database,potential SSH threat,71.66,24.24
1148,2021-06-10,"1537 Benjamin Estates
Bernardview, WV 14420",218.249.56.117,ios frontend,type,16.89,22.57
1149,2021-05-24,"1789 Henry Avenue Suite 128
Wesleybury, CO 91549",223.6.180.196,ai engine,error loading model,97.84,95.22
1150,2021-06-08,"720 White Mission Suite 795
Markberg, KS 23896",210.57.216.248,android frontend,scroll,73.9,0.0
1151,2021-07-01,"0285 Williams Place
Smithstad, OK 30416",196.175.36.37,shipping database,throttling,89.27,13.13
1152,2021-05-31,"7758 Nicole Inlet Apt. 065
Brandonchester, WI 21394",163.164.64.26,web frontend,type,96.2,0.0
1153,2021-05-30,"0119 Smith Stravenue Apt. 993
East Isaiah, WA 22390",188.65.156.150,android frontend,new route,1.56,0.0
1154,2021-06-14,"1788 Briggs Alley Apt. 840
Emilystad, AZ 91838",217.216.49.248,web frontend,scroll,18.79,1.7599999999999998
1155,2021-06-04,"8746 Molina Brooks Apt. 393
Port Emily, KY 11614",213.103.253.196,web frontend,bounce,83.23,28.04
1156,2021-05-31,"113 Jones Neck Apt. 377
Port Ashley, SC 49402",99.153.208.76,android frontend,dormant,29.94,0.0
1157,2021-08-10,"547 Andre Rapid Apt. 368
Port Michelle, OH 78986",161.198.69.23,shipping database,invalid key,23.86,25.44
1158,2021-05-23,"799 Wendy Via Suite 537
Lake Joseport, RI 07507",26.4.131.103,mongodb database,SQL injection threat,57.45,8.28
1159,2021-07-03,"USS Snow
FPO AA 87526",208.146.122.31,customer database,other,53.8,27.97
1160,2021-07-22,"30921 Rebecca Loaf Suite 754
East Sara, NM 11274",201.201.91.89,sap shipping management system,connection timeout,1.85,0.0
1161,2021-06-15,"49838 Jenkins Heights
Haynesland, NV 63769",178.178.40.254,android frontend,new route,98.68,13.67
1162,2021-06-13,"592 David Turnpike Suite 235
North Deannachester, OK 75144",220.215.220.193,android frontend,new route,17.98,0.0
1163,2021-06-21,"409 Daniel Inlet
Shelleyhaven, AL 31957",6.13.160.80,django controller,HTTP 400 response,27.8,0.0
1164,2021-07-16,"PSC 7707, Box 1414
APO AE 34052",152.8.202.221,ios frontend,scroll,62.97,0.0
1165,2021-06-20,"701 Taylor Shoal
Port Andrewshire, GA 83287",80.149.161.1,ios frontend,refresh,20.84,0.0
1166,2021-07-21,"449 Brown Club Suite 468
Evelynville, AK 32667",74.162.182.176,android frontend,dormant,70.96,0.0
1167,2021-07-04,"62138 Ross Islands
Port Gracefort, NC 84328",208.83.14.72,ai engine,error loading model,73.92,37.46
1168,2021-06-19,"7027 Mann Locks
Timothyview, ID 57595",45.179.173.22,mongodb database,throttling,15.19,11.7
1169,2021-06-29,"3831 Richard Walk
New James, FL 46648",221.124.163.208,shipping database,invalid key,38.32,89.23
1170,2021-08-19,"89987 Richard Canyon Apt. 423
East Christinemouth, AZ 59787",208.40.72.60,web frontend,dormant,88.19,0.0
1171,2021-08-06,"4012 Daniel Brooks
Port Josephville, NH 04483",210.143.166.215,ios frontend,click,3.63,1.06
1172,2021-08-14,"0242 Heidi Extension
East Jared, KS 80303",116.187.124.208,android frontend,scroll,20.01,4.39
1173,2021-08-05,"209 Gary Prairie
West Cynthia, CO 72397",197.135.192.53,mongodb database,server error,8.22,0.29
1174,2021-07-12,"69508 Tasha Cliffs
Port James, PA 41736",201.21.163.139,sap shipping management system,connection timeout,9.14,3.7
1175,2021-05-24,"Unit 7215 Box 3335
DPO AP 00975",23.237.157.234,ios frontend,dropdown click,74.12,0.0
1176,2021-06-18,"107 Young Harbor Suite 554
North Faithfort, HI 33283",212.187.132.35,django controller,HTTP 400 response,61.12,0.0
1177,2021-07-31,"1524 Kristina Forks Apt. 950
East Michael, DC 59335",90.59.219.251,sap shipping management system,invalid SAP unit code,93.53,47.18
1178,2021-06-04,"62487 April Orchard Apt. 188
West Lauraport, ME 69052",210.110.163.227,mongodb database,server error,71.22,56.53
1179,2021-06-16,"326 Arthur Park
Codytown, NE 36634",216.244.94.43,android frontend,dropdown click,51.26,87.67
1180,2021-06-01,"025 Stephens Shores
South Brenda, AL 02406",139.132.159.234,mongodb database,other,42.22,38.31
1181,2021-05-21,"41462 Mccoy Ways
Allenview, NY 73603",116.67.10.99,customer database,other,54.17,54.76
1182,2021-06-03,"USNV Freeman
FPO AA 53866",141.237.217.218,mongodb database,throttling,61.2,10.33
1183,2021-05-29,"14589 John Summit
North Victoria, TX 32468",50.59.38.143,android frontend,refresh,33.24,0.0
1184,2021-06-04,"7333 Ronnie Gardens
Stephenbury, FL 62329",196.211.150.71,android frontend,scroll,80.01,92.31
1185,2021-07-19,"207 Greg Key
Hughesville, AL 32424",11.177.13.107,django controller,HTTP 400 response,37.91,0.0
1186,2021-06-16,"3188 Catherine Island
Robinsonchester, GA 37836",99.49.80.147,sap shipping management system,invalid SAP unit code,18.7,8.02
1187,2021-06-30,"9302 Michael Shoals
Taylorland, MS 93461",157.39.163.62,web frontend,dormant,88.96,0.0
